nom,date_naissance,num_deptmt,num_circo,groupe_sigle,place_en_hemicycle,nb_mandats,mandat_debut,mandat_fin
Nathalie Bassire,1968-01-22,974,3,les republicains,109.0,1,2017-06-21,2022-06-21
Valérie Bazin-Malgras,1969-10-31,10,2,les republicains,119.0,2,2017-06-21,2022-06-21
Marie-Ange Magne,1987-11-20,87,3,la republique en marche,327.0,0,2017-06-21,2022-06-21
Christophe Arend,1975-08-12,57,6,la republique en marche,514.0,1,2017-06-21,2022-06-21
Véronique Hammerer,1968-11-04,33,11,la republique en marche,326.0,1,2017-06-21,2022-06-21
Alain Ramadier,1958-07-08,93,10,les republicains,48.0,2,2017-06-21,2022-06-21
Danièle Hérin,1947-01-14,11,1,la republique en marche,436.0,2,2017-06-21,2022-06-21
Sandrine Josso,1975-09-19,44,7,mouvement democrate,201.0,1,2017-06-21,2022-06-21
Philippe Huppé,1968-02-12,34,5,alliance ecologiste independante,155.0,2,2017-06-21,2022-06-21
Arnaud Viala,1974-12-04,12,3,les republicains,36.0,2,2017-06-21,2021-07-31
Ludovic Pajot,1993-11-18,62,10,non-inscrits,56.0,1,2017-06-21,2021-04-21
Olivier Gaillard,1967-02-28,30,5,non-inscrits,242.0,1,2017-06-21,2021-06-26
Marie Guévenoux,1976-11-02,91,9,la republique en marche,348.0,0,2017-06-21,2022-06-21
Guillaume Gouffier-Cha,1986-02-01,94,6,la republique en marche,420.0,1,2017-06-21,2022-06-21
Michel Castellani,1945-09-28,2B,1,liberte et territoires,196.0,1,2017-06-21,2022-06-21
Michel Fanget,1950-05-03,63,4,mouvement democrate,175.0,1,2017-06-21,2022-06-21
Samantha Cazebonne,1971-08-10,999,5,la republique en marche,399.0,0,2018-04-23,2021-10-01
Damien Adam,1989-06-28,76,1,la republique en marche,319.0,0,2017-06-21,2022-06-21
Jean-Christophe Lagarde,1967-10-24,93,5,union des democrates et independants,125.0,2,2017-06-21,2022-06-21
Philippe Chassaing,1972-05-18,24,1,la republique en marche,405.0,0,2017-06-21,2022-06-21
Christophe Blanchet,1973-04-09,14,4,mouvement democrate,192.0,2,2017-06-21,2022-06-21
Sylvie Charrière,1961-05-15,93,8,la republique en marche,561.0,0,2017-06-21,2022-06-21
Michel Herbillon,1951-03-06,94,8,les republicains,11.0,2,2017-06-21,2022-06-21
Bernard Brochand,1938-06-05,06,8,les republicains,82.0,1,2017-06-21,2022-06-21
Philippe Dunoyer,1968-01-11,988,1,union des democrates et independants,120.0,1,2017-06-21,2022-06-21
Sylvain Maillard,1974-04-28,75,1,la republique en marche,330.0,1,2017-06-21,2022-06-21
Caroline Janvier,1982-03-09,45,2,la republique en marche,277.0,0,2017-06-21,2022-06-21
Marie-Christine Verdier-Jouclas,1965-03-19,81,2,la republique en marche,370.0,0,2017-06-21,2022-06-21
Catherine Kamowski,1958-04-08,38,5,la republique en marche,335.0,2,2017-06-21,2022-06-21
Sophie Panonacle,1968-12-16,33,8,la republique en marche,281.0,0,2017-06-21,2022-06-21
Bruno Le Maire,1969-04-15,27,1,la republique en marche,365.0,0,2017-06-21,2017-07-21
Buon Tan,1967-03-10,75,9,la republique en marche,465.0,2,2017-06-21,2022-06-21
Éric Girardin,1962-02-12,51,3,la republique en marche,463.0,0,2017-06-21,2022-06-21
François Pupponi,1962-07-31,95,8,mouvement democrate,216.0,2,2017-06-21,2022-06-21
Denis Sommer,1957-09-23,25,3,la republique en marche,623.0,2,2017-06-21,2022-06-21
Marc Le Fur,1956-11-28,22,3,les republicains,96.0,1,2017-06-21,2022-06-21
Marine Le Pen,1968-08-05,62,11,non-inscrits,60.0,1,2017-06-21,2022-06-21
Nicole Dubré-Chirat,1951-12-18,49,6,la republique en marche,302.0,0,2017-06-21,2022-06-21
François Ruffin,1975-10-18,80,1,la france insoumise,627.0,0,2017-06-21,2022-06-21
Yannick Favennec-Bécot,1958-08-12,53,3,union des democrates et independants,187.0,1,2017-06-21,2022-06-21
Patrick Mignola,1971-08-08,73,4,mouvement democrate,180.0,1,2017-06-21,2022-06-21
Corinne Vignon,1963-06-10,31,3,la republique en marche,375.0,2,2017-06-21,2022-06-21
Lise Magnier,1984-12-31,51,4,alliance ecologiste independante,157.0,2,2017-06-21,2022-06-21
Ugo Bernalicis,1989-09-25,59,2,la france insoumise,629.0,0,2017-06-21,2022-06-21
François Cormier-Bouligeon,1972-11-19,18,1,la republique en marche,300.0,0,2017-06-21,2022-06-21
Jean-Louis Bricout,1957-12-27,02,3,parti socialiste,498.0,1,2017-06-21,2022-06-21
Michèle Peyron,1961-07-22,77,9,la republique en marche,401.0,0,2017-06-21,2022-06-21
David Habib,1961-03-16,64,3,parti socialiste,506.0,1,2017-06-21,2022-06-21
Geneviève Levy,1948-02-24,83,1,les republicains,87.0,2,2017-06-21,2022-06-21
Jean-Marie Sermier,1961-03-05,39,3,les republicains,78.0,1,2017-06-21,2022-06-21
Véronique Riotton,1969-11-02,74,1,la republique en marche,431.0,0,2017-06-21,2022-06-21
Philippe Berta,1960-04-11,30,6,mouvement democrate,164.0,0,2017-06-21,2022-06-21
Patricia Mirallès,1967-08-22,34,1,la republique en marche,340.0,2,2017-06-21,2022-06-21
Sonia Krimi,1982-12-20,50,4,la republique en marche,633.0,0,2017-06-21,2022-06-21
Amélie de Montchalin,1985-06-19,91,6,la republique en marche,427.0,0,2017-06-21,2019-04-30
Mustapha Laabid,1969-03-29,35,1,la republique en marche,557.0,0,2017-06-21,2021-09-07
Marc Fesneau,1971-01-11,41,1,mouvement democrate,248.0,0,2017-06-21,2018-11-16
Éric Bothorel,1966-10-20,22,5,la republique en marche,554.0,1,2017-06-21,2022-06-21
Roland Lescure,1966-11-26,999,1,la republique en marche,349.0,0,2017-06-21,2022-06-21
Charlotte Parmentier-Lecocq,1977-07-17,59,6,la republique en marche,393.0,0,2017-06-21,2022-06-21
Agnès Firmin Le Bodo,1968-11-20,76,7,alliance ecologiste independante,158.0,1,2017-06-21,2022-06-21
Fabienne Colboc,1971-08-09,37,4,la republique en marche,538.0,0,2017-06-21,2022-06-21
Christophe Jerretie,1979-08-31,19,1,mouvement democrate,256.0,2,2017-06-21,2022-06-21
Didier Martin,1956-08-20,21,1,la republique en marche,366.0,2,2017-06-21,2022-06-21
Ericka Bareigts,1967-04-16,974,1,parti socialiste,505.0,1,2017-06-21,2020-07-13
Jérôme Lambert,1957-06-07,16,3,parti socialiste,578.0,0,2017-06-21,2022-06-21
Aude Luquet,1967-08-18,77,1,mouvement democrate,254.0,0,2017-06-21,2022-06-21
Jean-Luc Fugit,1969-11-27,69,11,la republique en marche,374.0,0,2017-06-21,2022-06-21
Adrien Taquet,1977-01-03,92,2,la republique en marche,209.0,0,2017-06-21,2019-02-25
Hervé Berville,1990-01-15,22,2,la republique en marche,412.0,0,2017-06-21,2022-06-21
Yves Daniel,1954-07-31,44,6,la republique en marche,295.0,1,2017-06-21,2022-06-21
Fabien Gouttefarde,1978-09-27,27,2,la republique en marche,415.0,0,2017-06-21,2022-06-21
Pierre Cabaré,1957-12-12,31,1,la republique en marche,549.0,0,2017-06-21,2022-06-21
Maurice Leroy,1959-02-02,41,3,union pour la democratie francaise,147.0,0,2017-06-21,2019-01-09
Virginie Duby-Muller,1979-08-16,74,4,les republicains,95.0,1,2017-06-21,2022-06-21
Joaquim Pueyo,1950-05-30,61,1,parti socialiste,516.0,2,2017-06-21,2020-08-02
Patrick Vignal,1958-01-22,34,9,la republique en marche,389.0,1,2017-06-21,2022-06-21
Jacques Krabal,1948-04-10,02,5,la republique en marche,542.0,2,2017-06-21,2022-06-21
Bérengère Poletti,1959-10-14,08,1,les republicains,22.0,1,2017-06-21,2022-06-21
Yaël Braun-Pivet,1970-12-07,78,5,la republique en marche,481.0,0,2017-06-21,2022-06-21
Jimmy Pahun,1962-05-15,56,2,mouvement democrate,193.0,1,2017-06-21,2022-06-21
Olivier Becht,1976-04-28,68,5,alliance ecologiste independante,223.0,2,2017-06-21,2022-06-21
Maina Sage,1975-05-10,987,1,alliance ecologiste independante,141.0,0,2017-06-21,2022-06-21
Claire O'Petit,1949-10-15,27,5,la republique en marche,304.0,0,2017-06-21,2022-06-21
Jean-Charles Colas-Roy,1978-05-02,38,2,la republique en marche,460.0,1,2017-06-21,2022-06-21
Sabine Thillaye,1959-05-18,37,5,mouvement democrate,166.0,0,2017-06-21,2022-06-21
Stéphane Demilly,1963-06-26,80,5,union des democrates et independants,125.0,2,2017-06-21,2020-09-30
Laurence Trastour-Isnart,1972-03-06,06,6,les republicains,151.0,1,2017-06-21,2022-06-21
Claude de Ganay,1953-09-05,45,3,les republicains,7.0,1,2017-06-21,2022-06-21
Vincent Thiébaut,1972-05-23,67,9,la republique en marche,432.0,0,2017-06-21,2022-06-21
Jean-Pierre Pont,1950-05-09,62,5,la republique en marche,234.0,2,2017-06-21,2022-06-21
Olivier Véran,1980-04-22,38,1,la republique en marche,540.0,0,2017-06-21,2020-03-16
Anissa Khedher,1980-04-01,69,7,la republique en marche,573.0,0,2017-06-21,2022-06-21
Gabriel Attal,1989-03-16,92,10,la republique en marche,453.0,1,2017-06-21,2018-11-16
Jean-Yves Bony,1955-03-11,15,2,les republicains,2.0,2,2017-06-21,2022-06-21
Frédéric Reiss,1949-11-12,67,8,les republicains,77.0,0,2017-06-21,2022-06-21
Raphaël Gérard,1968-10-17,17,4,la republique en marche,392.0,0,2017-06-21,2022-06-21
Bruno Bilde,1976-09-22,62,12,non-inscrits,66.0,2,2017-06-21,2022-06-21
Sabine Rubin,1960-08-13,93,9,la france insoumise,628.0,0,2017-06-21,2022-06-21
Éric Coquerel,1958-12-30,93,1,la france insoumise,610.0,1,2017-06-21,2022-06-21
Jean-Michel Jacques,1968-02-29,56,6,la republique en marche,404.0,2,2017-06-21,2022-06-21
Guillaume Chiche,1986-03-30,79,1,non-inscrits,634.0,0,2017-06-21,2022-06-21
Thomas Rudigoz,1971-01-11,69,1,la republique en marche,546.0,1,2017-06-21,2022-06-21
Monique Limon,1953-12-05,38,7,la republique en marche,382.0,1,2017-06-21,2022-06-21
Guillaume Garot,1966-05-29,53,1,parti socialiste,500.0,1,2017-06-21,2022-06-21
Jean-Charles Larsonneur,1984-01-24,29,2,alliance ecologiste independante,146.0,0,2017-06-21,2022-06-21
Erwan Balanant,1971-02-21,29,8,mouvement democrate,162.0,2,2017-06-21,2022-06-21
Emmanuel Maquet,1968-06-02,80,3,les republicains,49.0,1,2017-06-21,2022-06-21
Stéphane Peu,1962-07-24,93,2,democratie et republique,589.0,1,2017-06-21,2022-06-21
Brahim Hammouche,1971-05-17,57,8,mouvement democrate,182.0,0,2017-06-21,2022-06-21
Barbara Pompili,1975-06-13,80,2,la republique en marche,348.0,0,2017-06-21,2020-08-06
Jacques Bompard,1943-02-24,84,4,non-inscrits,70.0,2,2017-06-21,2017-08-21
Michel Zumkeller,1966-01-21,90,2,union des democrates et independants,134.0,2,2017-06-21,2022-06-21
Fannette Charvier,1984-12-31,25,1,la republique en marche,528.0,0,2017-06-21,2022-06-21
Fabien Di Filippo,1986-08-23,57,4,les republicains,13.0,2,2017-06-21,2022-06-21
Julien Aubert,1978-06-11,84,5,les republicains,136.0,1,2017-06-21,2022-06-21
Aina Kuric,1987-05-15,51,2,alliance ecologiste independante,236.0,0,2017-06-21,2022-06-21
Pierre-Yves Bournazel,1977-08-31,75,18,alliance ecologiste independante,225.0,2,2017-06-21,2022-06-21
Valérie Lacroute,1965-10-29,77,2,les republicains,15.0,2,2017-06-21,2020-06-22
Valérie Rabault,1973-04-25,82,1,parti socialiste,499.0,1,2017-06-21,2022-06-21
Anne-France Brunet,1962-06-12,44,3,la republique en marche,550.0,0,2017-06-21,2022-06-21
Thierry Robert,1977-04-01,974,7,mouvement democrate,258.0,2,2017-06-21,2018-07-06
Paul-André Colombani,1967-08-17,2A,2,liberte et territoires,217.0,1,2017-06-21,2022-06-21
Gilbert Collard,1948-02-03,30,2,non-inscrits,58.0,1,2017-06-21,2020-01-31
Célia de Lavergne,1979-11-21,26,3,la republique en marche,473.0,0,2017-06-21,2022-06-21
Fabien Roussel,1969-04-16,59,20,democratie et republique,590.0,2,2017-06-21,2022-06-21
Benoit Simian,1983-05-27,33,5,liberte et territoires,219.0,2,2017-06-21,2022-06-21
Gilles Le Gendre,1958-05-13,75,2,la republique en marche,428.0,0,2017-06-21,2022-06-21
Christine Cloarec-Le Nabour,1964-10-28,35,5,la republique en marche,301.0,2,2017-06-21,2022-06-21
M'jid El Guerrab,1983-04-25,999,9,alliance ecologiste independante,237.0,0,2017-06-21,2022-06-21
Jean-Michel Clément,1954-10-31,86,3,liberte et territoires,209.0,0,2017-06-21,2022-06-21
Mathilde Panot,1989-01-15,94,10,la france insoumise,604.0,0,2017-06-21,2022-06-21
Bruno Bonnell,1958-10-06,69,6,la republique en marche,272.0,0,2017-06-21,2022-01-29
Christine Pires Beaune,1964-10-06,63,2,parti socialiste,507.0,2,2017-06-21,2022-06-21
François André,1967-07-19,35,3,la republique en marche,276.0,1,2017-06-21,2020-02-11
Alexandre Holroyd,1987-05-17,999,3,la republique en marche,298.0,0,2017-06-21,2022-06-21
Marjolaine Meynier-Millefert,1982-09-30,38,10,la republique en marche,279.0,1,2017-06-21,2022-06-21
Jean-Claude Bouchet,1957-05-02,84,2,les republicains,52.0,2,2017-06-21,2022-06-21
Claude Goasguen,1945-03-12,75,14,les republicains,93.0,2,2017-06-21,2020-05-28
Yannick Haury,1954-06-12,44,9,la republique en marche,566.0,1,2017-06-21,2022-06-21
Gaël Le Bohec,1977-11-04,35,4,la republique en marche,537.0,0,2017-06-21,2022-06-21
Frédéric Barbier,1960-08-30,25,4,la republique en marche,230.0,1,2017-06-21,2022-06-21
Luc Carvounas,1971-06-08,94,9,parti socialiste,517.0,2,2017-06-21,2020-06-23
Josy Poueyto,1954-01-13,64,1,mouvement democrate,263.0,2,2017-06-21,2022-06-21
Philippe Bolo,1967-03-25,49,7,mouvement democrate,253.0,1,2017-06-21,2022-06-21
Éric Diard,1965-07-21,13,12,les republicains,15.0,2,2017-06-21,2022-06-21
Guillaume Larrivé,1977-01-24,89,1,les republicains,83.0,1,2017-06-21,2022-06-21
Patrice Perrot,1964-02-24,58,2,la republique en marche,547.0,0,2017-06-21,2022-06-21
Catherine Fabre,1978-09-19,33,2,la republique en marche,406.0,0,2017-06-21,2022-06-21
Nadia Ramassamy,1961-05-17,974,6,les republicains,44.0,2,2017-06-21,2022-06-21
Pierre Dharréville,1975-06-15,13,13,democratie et republique,592.0,0,2017-06-21,2022-06-21
Stéphanie Rist,1973-08-06,45,1,la republique en marche,607.0,0,2017-06-21,2022-06-21
Gilles Lurton,1963-07-06,35,7,les republicains,10.0,2,2017-06-21,2020-07-31
Hugues Renson,1978-02-11,75,13,la republique en marche,416.0,0,2017-06-21,2022-06-21
Daniel Labaronne,1955-07-16,37,2,la republique en marche,342.0,2,2017-06-21,2022-06-21
Lionel Causse,1971-05-06,40,2,la republique en marche,362.0,2,2017-06-21,2022-06-21
Thierry Michels,1960-08-27,67,1,la republique en marche,445.0,0,2017-06-21,2022-06-21
Florence Granjus,1962-05-17,78,12,la republique en marche,284.0,0,2017-06-21,2022-06-21
Aurélien Pradié,1986-03-14,46,1,les republicains,38.0,1,2017-06-21,2022-06-21
Jacques Maire,1962-04-04,92,8,la republique en marche,297.0,0,2017-06-21,2022-06-21
Nicolas Dupont-Aignan,1961-03-07,91,8,non-inscrits,241.0,2,2017-06-21,2022-06-21
Isabelle Rauch,1968-08-10,57,9,la republique en marche,273.0,1,2017-06-21,2022-06-21
Benoit Potterie,1967-07-23,62,8,alliance ecologiste independante,227.0,0,2017-06-21,2022-06-21
Paul Christophe,1971-02-10,59,14,alliance ecologiste independante,143.0,1,2017-06-21,2022-06-21
Marie Tamarelle-Verhaeghe,1962-09-27,27,3,la republique en marche,312.0,1,2017-06-21,2022-06-21
Patrice Anato,1976-03-14,93,3,la republique en marche,352.0,0,2017-06-21,2022-06-21
Frédérique Lardet,1966-09-01,74,2,la republique en marche,480.0,0,2017-06-21,2022-01-29
Jean-François Parigi,1960-01-25,77,6,les republicains,32.0,2,2017-06-21,2021-07-27
Sébastien Nadot,1972-07-08,31,10,liberte et territoires,211.0,0,2017-06-21,2022-06-21
Nicolas Démoulin,1972-07-22,34,8,la republique en marche,487.0,0,2017-06-21,2022-06-21
Julien Borowczyk,1979-05-02,42,6,la republique en marche,387.0,0,2017-06-21,2022-06-21
Olivia Gregoire,1978-09-30,75,12,la republique en marche,345.0,0,2017-06-21,2020-08-26
Alexandre Freschi,1979-05-17,47,2,la republique en marche,474.0,1,2017-06-21,2022-06-21
Naïma Moutchou,1980-11-04,95,4,la republique en marche,329.0,0,2017-06-21,2022-06-21
Bérangère Couillard,1986-07-24,33,7,la republique en marche,322.0,0,2017-06-21,2022-06-21
Cécile Muschotti,1987-10-30,83,2,la republique en marche,294.0,2,2017-06-21,2022-06-21
Hervé Pellois,1951-04-17,56,1,la republique en marche,376.0,0,2017-06-21,2022-06-21
Éric Poulliat,1974-07-09,33,6,la republique en marche,367.0,0,2017-06-21,2022-06-21
Jennifer De Temmerman,1977-02-16,59,15,liberte et territoires,210.0,0,2017-06-21,2022-06-21
Guillaume Peltier,1976-08-27,41,2,non-inscrits,153.0,1,2017-06-21,2022-06-21
Alexis Corbière,1968-08-17,93,7,la france insoumise,603.0,0,2017-06-21,2022-06-21
Vincent Ledoux,1966-06-21,59,10,alliance ecologiste independante,226.0,2,2017-06-21,2022-06-21
Elsa Faucillon,1981-08-06,92,1,democratie et republique,588.0,1,2017-06-21,2022-06-21
Jean-Baptiste Moreau,1977-02-14,23,1,la republique en marche,337.0,0,2017-06-21,2022-06-21
Philippe Gomès,1958-10-27,988,2,union des democrates et independants,104.0,2,2017-06-21,2022-06-21
Didier Quentin,1946-12-23,17,5,les republicains,28.0,2,2017-06-21,2022-06-21
Émilie Guerel,1983-12-18,83,7,la republique en marche,479.0,0,2017-06-21,2022-06-21
Clémentine Autain,1973-05-26,93,11,la france insoumise,618.0,2,2017-06-21,2022-06-21
Bruno Nestor Azerot,1961-07-22,972,2,democratie et republique,596.0,1,2017-06-21,2018-04-23
Sophie Auconie,1963-08-19,37,3,union des democrates et independants,124.0,2,2017-06-21,2021-03-05
Alain Bruneel,1952-03-07,59,16,democratie et republique,585.0,1,2017-06-21,2022-06-21
Marine Brenier,1986-08-11,06,5,les republicains,150.0,2,2017-06-21,2022-06-21
Vincent Rolland,1970-02-01,73,2,les republicains,128.0,1,2017-06-21,2022-06-21
Serge Letchimy,1953-01-13,972,3,parti socialiste,501.0,0,2017-06-21,2021-07-01
Laurent Garcia,1970-05-31,54,2,mouvement democrate,188.0,2,2017-06-21,2022-01-29
Gérard Menuel,1952-05-07,10,3,les republicains,45.0,2,2017-06-21,2022-06-21
Louis Aliot,1969-09-04,66,2,non-inscrits,59.0,2,2017-06-21,2020-08-02
Sandra Marsaud,1974-01-02,16,2,la republique en marche,372.0,1,2017-06-21,2022-06-21
Brune Poirson,1982-09-01,84,3,la republique en marche,348.0,0,2020-08-04,2021-04-05
Francis Vercamer,1958-05-10,59,7,union des democrates et independants,114.0,2,2017-06-21,2020-06-22
Michèle de Vaucouleurs,1964-02-12,78,7,mouvement democrate,266.0,1,2017-06-21,2022-06-21
Thomas Mesnier,1986-03-04,16,1,la republique en marche,353.0,0,2017-06-21,2022-06-21
Marielle de Sarnez,1951-03-27,75,11,mouvement democrate,257.0,3,2017-06-21,2021-01-13
Jean-Pierre Cubertafon,1948-02-05,24,3,mouvement democrate,169.0,2,2017-06-21,2022-06-21
Monique Iborra,1945-03-08,31,6,la republique en marche,280.0,0,2017-06-21,2022-06-21
Bernard Reynès,1953-10-18,13,15,les republicains,101.0,2,2017-06-21,2022-06-21
Pierre Morel-À-L'Huissier,1958-12-21,48,1,union des democrates et independants,105.0,2,2017-06-21,2022-06-21
Stéphane Le Foll,1960-02-03,72,4,nouvelle gauche,580.0,2,2017-06-21,2018-07-11
Maxime Minot,1987-07-20,60,7,les republicains,17.0,1,2017-06-21,2022-06-21
Jean François Mbaye,1979-01-01,94,2,la republique en marche,426.0,0,2017-06-21,2022-06-21
Nadia Essayan,1957-06-06,18,2,mouvement democrate,174.0,0,2017-06-21,2022-06-21
Émilie Chalas,1977-10-18,38,3,la republique en marche,485.0,0,2017-06-21,2022-06-21
Cécile Untermaier,1951-12-28,71,4,parti socialiste,580.0,0,2017-06-21,2022-06-21
Gilles Carrez,1948-08-29,94,5,les republicains,93.0,2,2017-06-21,2022-06-21
Danièle Obono,1980-07-12,75,17,la france insoumise,611.0,0,2017-06-21,2022-06-21
Jean-Claude Leclabart,1954-12-04,80,4,la republique en marche,532.0,1,2017-06-21,2022-06-21
Mireille Robert,1962-03-01,11,3,la republique en marche,533.0,1,2017-06-21,2022-06-21
André Villiers,1954-12-13,89,2,union des democrates et independants,112.0,2,2017-06-21,2022-06-21
Pascale Boyer,1965-09-28,05,1,la republique en marche,315.0,1,2017-06-21,2022-06-21
Jean-Hugues Ratenon,1967-06-25,974,5,la france insoumise,619.0,1,2017-06-21,2022-06-21
Stéphane Buchou,1974-03-14,85,3,la republique en marche,632.0,1,2017-06-21,2022-06-21
Gwendal Rouillard,1976-04-20,56,5,la republique en marche,272.0,1,2017-06-21,2022-06-21
Valéria Faure-Muntian,1984-09-02,42,3,la republique en marche,552.0,0,2017-06-21,2022-06-21
Françoise Dumas,1960-04-12,30,1,la republique en marche,413.0,2,2017-06-21,2022-06-21
Pieyre-Alexandre Anglade,1986-11-02,999,4,la republique en marche,425.0,0,2017-06-21,2022-06-21
Florence Lasserre,1974-06-29,64,5,mouvement democrate,251.0,2,2017-06-21,2022-06-21
Martial Saddier,1969-10-15,74,3,les republicains,21.0,1,2017-06-21,2021-07-31
Claire Guion-Firmin,1957-09-06,977,1,les republicains,40.0,0,2017-06-21,2022-06-21
Valérie Boyer,1962-06-11,13,1,les republicains,83.0,3,2017-06-21,2020-09-30
Jérôme Nury,1972-08-25,61,3,les republicains,32.0,1,2017-06-21,2022-06-21
